epoch,accuracy,f1_score,loss,precision_2,recall_2,val_accuracy,val_f1_score,val_loss,val_precision_2,val_recall_2
0,0.6035104393959045,0.5568950772285461,0.6589978933334351,0.6073458194732666,0.5935394763946533,0.6733541488647461,0.6096471548080444,0.6139565706253052,0.6662969589233398,0.6987041234970093
1,0.6855520606040955,0.6346882581710815,0.5921252965927124,0.681735098361969,0.7002044916152954,0.7134374976158142,0.6542021632194519,0.5593685507774353,0.7024757862091064,0.7436451315879822
2,0.7211666703224182,0.6683146357536316,0.5507580637931824,0.7137563824653625,0.7417764067649841,0.7362499833106995,0.6802164912223816,0.5301916003227234,0.7238080501556396,0.7667386531829834
3,0.7384530901908875,0.6893079280853271,0.5291470289230347,0.7303014397621155,0.7590695023536682,0.7455832958221436,0.6970012187957764,0.516333818435669,0.7361652851104736,0.7680262327194214
4,0.7463645935058594,0.702968418598175,0.517402172088623,0.7383694648742676,0.7658995985984802,0.7504791617393494,0.7083114385604858,0.5086060166358948,0.7427276372909546,0.768856942653656
5,0.7524687647819519,0.7127097249031067,0.5104325413703918,0.7447085976600647,0.7709754109382629,0.7535833120346069,0.7166786789894104,0.5038238167762756,0.7448424696922302,0.7737996578216553
6,0.7547395825386047,0.7200355529785156,0.5049534440040588,0.7475247383117676,0.7719199657440186,0.7552916407585144,0.7229180335998535,0.5004793405532837,0.7453243732452393,0.7779531478881836
7,0.7579739689826965,0.7255282998085022,0.5009430050849915,0.7510976791381836,0.774213969707489,0.7571250200271606,0.7279077768325806,0.4975661635398865,0.7497988343238831,0.7740904092788696
8,0.7606406211853027,0.7300406098365784,0.4976760745048523,0.7541515827178955,0.7759059071540833,0.7582499980926514,0.7319899797439575,0.4955716133117676,0.7524083256721497,0.7720966935157776
9,0.7622760534286499,0.7336739897727966,0.49418675899505615,0.7562889456748962,0.7764248847961426,0.7601875066757202,0.7353591322898865,0.49356964230537415,0.7579764723777771,0.766697108745575
